X,Y,gml_id,cleabs,date_creation,date_modification,date_d_apparition,date_de_confirmation,sources,identifiants_sources,route,numero,abscisse,ordre,cote,statut,type_de_pr,libelle,identifiant_de_section,code_insee_du_departement,lien_vers_route_nommee,gestionnaire
3.68040408,46.10839945,,POIN_REP0000002480595299,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D207,"5",5598,5,U,PR valide,PR,"03 RD0207 PR5","03-D207-U-1","03",ROUTNOMM0000000106099212,Allier
3.33713926,46.58720062,,POIN_REP0000002480597585,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"0",0,0,U,PR0 valide,PR0,"03 RD0029 PR0","03-D29-U-7","03",ROUTNOMM0000000106098811,Allier
3.33122166,46.59430707,,POIN_REP0000002480597574,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"1",989,1,U,PR valide,PR,"03 RD0029 PR1","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.33780407,46.6377196,,POIN_REP0000002480597575,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"6",6012,6,U,PR valide,PR,"03 RD0029 PR6","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.33089134,46.60314226,,POIN_REP0000002480597576,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"2",1987,2,U,PR valide,PR,"03 RD0029 PR2","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.34380173,46.65507743,,POIN_REP0000002480597577,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"8",8017,8,U,PR valide,PR,"03 RD0029 PR8","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.35157333,46.67206749,,POIN_REP0000002480597578,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"10",10030,10,U,PR valide,PR,"03 RD0029 PR10","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.35140833,46.68114431,,POIN_REP0000002480597579,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"11",11036,11,U,PR valide,PR,"03 RD0029 PR11","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.33926218,46.64660347,,POIN_REP0000002480597580,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"7",7011,7,U,PR valide,PR,"03 RD0029 PR7","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.33312453,46.6119727,,POIN_REP0000002480597581,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"3",2995,3,U,PR valide,PR,"03 RD0029 PR3","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.33921245,46.61976615,,POIN_REP0000002480597582,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"4",4009,4,U,PR valide,PR,"03 RD0029 PR4","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.3382381,46.62868335,,POIN_REP0000002480597583,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"5",5006,5,U,PR valide,PR,"03 RD0029 PR5","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.34948536,46.66307768,,POIN_REP0000002480597584,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D29,"9",9009,9,U,PR valide,PR,"03 RD0029 PR9","03-D29-U-2","03",ROUTNOMM0000000106098811,Allier
3.89381387,46.39905004,,POIN_REP0000002480595062,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D267,"0",0,0,U,PR0 valide,PR0,"03 RD0267 PR0","03-D267-U-1","03",ROUTNOMM0000000106098911,Allier
3.89268196,46.40704652,,POIN_REP0000002480595061,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D267,"1",944,1,U,PR valide,PR,"03 RD0267 PR1","03-D267-U-1","03",ROUTNOMM0000000106098911,Allier
3.49210987,46.31814901,,POIN_REP0000002480596534,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D568,"0",0,0,U,PR0 valide,PR0,"03 RD0568 PR0","03-D568-U-1","03",ROUTNOMM0000000106098982,Allier
3.49511236,46.32608194,,POIN_REP0000002480596528,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D568,"1",988,1,U,PR valide,PR,"03 RD0568 PR1","03-D568-U-1","03",ROUTNOMM0000000106098982,Allier
3.50348547,46.34058096,,POIN_REP0000002480596529,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D568,"3",2973,3,U,PR valide,PR,"03 RD0568 PR3","03-D568-U-1","03",ROUTNOMM0000000106098982,Allier
3.52417288,46.36285048,,POIN_REP0000002480596530,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D568,"6",5968,6,U,PR valide,PR,"03 RD0568 PR6","03-D568-U-1","03",ROUTNOMM0000000106098982,Allier
3.51778482,46.35499499,,POIN_REP0000002480596531,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D568,"5",4969,5,U,PR valide,PR,"03 RD0568 PR5","03-D568-U-1","03",ROUTNOMM0000000106098982,Allier
3.51266627,46.34684528,,POIN_REP0000002480596532,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D568,"4",3970,4,U,PR valide,PR,"03 RD0568 PR4","03-D568-U-1","03",ROUTNOMM0000000106098982,Allier
3.49360005,46.33494571,,POIN_REP0000002480596533,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D568,"2",1978,2,U,PR valide,PR,"03 RD0568 PR2","03-D568-U-1","03",ROUTNOMM0000000106098982,Allier
2.60370685,46.31249824,,POIN_REP0000002480598405,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D504,"0",0,0,U,PR0 valide,PR0,"03 RD0504 PR0","03-D504-U-1","03",ROUTNOMM0000000106099008,Allier
3.5378171,46.67271145,,POIN_REP0000002480596815,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"0",0,0,U,PR0 valide,PR0,"03 RD0299 PR0","03-D299-U-2","03",ROUTNOMM0000000106098792,Allier
3.59792797,46.66375429,,POIN_REP0000002480596806,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"5",5016,5,U,PR valide,PR,"03 RD0299 PR5","03-D299-U-2","03",ROUTNOMM0000000106098792,Allier
3.58627817,46.66774217,,POIN_REP0000002480596807,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"4",4008,4,U,PR valide,PR,"03 RD0299 PR4","03-D299-U-2","03",ROUTNOMM0000000106098792,Allier
3.56064367,46.66887793,,POIN_REP0000002480596808,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"2",2009,2,U,PR valide,PR,"03 RD0299 PR2","03-D299-U-2","03",ROUTNOMM0000000106098792,Allier
3.62292244,46.6441292,,POIN_REP0000002480596809,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"8",7954,8,U,PR valide,PR,"03 RD0299 PR8","03-D299-U-1","03",ROUTNOMM0000000106098792,Allier
3.60923684,46.65937172,,POIN_REP0000002480596810,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"6",6016,6,U,PR valide,PR,"03 RD0299 PR6","03-D299-U-2","03",ROUTNOMM0000000106098792,Allier
3.54787421,46.66844979,,POIN_REP0000002480596811,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"1",1000,1,U,PR valide,PR,"03 RD0299 PR1","03-D299-U-2","03",ROUTNOMM0000000106098792,Allier
3.62647481,46.63561946,,POIN_REP0000002480596812,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"9",8953,9,U,PR valide,PR,"03 RD0299 PR9","03-D299-U-1","03",ROUTNOMM0000000106098792,Allier
3.5734751,46.66957987,,POIN_REP0000002480596814,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"3",3009,3,U,PR valide,PR,"03 RD0299 PR3","03-D299-U-2","03",ROUTNOMM0000000106098792,Allier
2.55836724,46.2455061,,POIN_REP0000002480593628,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"11",10995,11,U,PR valide,PR,"03 RD0151 PR11","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.51023782,46.34306035,,POIN_REP0000002480593629,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"28",27874,28,U,PR valide,PR,"03 RD0151 PR28","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.6171323,46.20715719,,POIN_REP0000002480593630,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"4",3929,4,U,PR valide,PR,"03 RD0151 PR4","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.62648899,46.18296592,,POIN_REP0000002480593631,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"1",1039,1,U,PR valide,PR,"03 RD0151 PR1","03-D151-U-1","03",ROUTNOMM0000000106099132,Allier
2.58783345,46.23348159,,POIN_REP0000002480593632,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"8",7964,8,U,PR valide,PR,"03 RD0151 PR8","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.50934084,46.34985158,,POIN_REP0000002480593633,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"29",28872,29,U,PR valide,PR,"03 RD0151 PR29","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.51678953,46.27730656,,POIN_REP0000002480593634,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"19",18737,19,U,PR valide,PR,"03 RD0151 PR19","03-D151-U-3","03",ROUTNOMM0000000106099132,Allier
2.50888114,46.30475308,,POIN_REP0000002480593635,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"23",22742,23,U,PR valide,PR,"03 RD0151 PR23","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.5117731,46.327511,,POIN_REP0000002480593636,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"26",25865,26,U,PR valide,PR,"03 RD0151 PR26","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.56659822,46.23948733,,POIN_REP0000002480593637,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"10",9990,10,U,PR valide,PR,"03 RD0151 PR10","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.49235558,46.35917381,,POIN_REP0000002480593639,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"31",30866,31,U,PR valide,PR,"03 RD0151 PR31","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.51230424,46.31867406,,POIN_REP0000002480593640,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"25",24761,25,U,PR valide,PR,"03 RD0151 PR25","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.61896613,46.19952446,,POIN_REP0000002480593646,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"3",3046,3,U,PR valide,PR,"03 RD0151 PR3","03-D151-U-1","03",ROUTNOMM0000000106099132,Allier
2.56137278,46.2520445,,POIN_REP0000002480593647,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"12",11977,12,U,PR valide,PR,"03 RD0151 PR12","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.50693593,46.33476163,,POIN_REP0000002480593648,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"27",26861,27,U,PR valide,PR,"03 RD0151 PR27","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.62237949,46.19141159,,POIN_REP0000002480593649,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"2",2048,2,U,PR valide,PR,"03 RD0151 PR2","03-D151-U-1","03",ROUTNOMM0000000106099132,Allier
2.52795235,46.27330836,,POIN_REP0000002480593650,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"18",17738,18,U,PR valide,PR,"03 RD0151 PR18","03-D151-U-3","03",ROUTNOMM0000000106099132,Allier
2.50353041,46.29015541,,POIN_REP0000002480593651,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"21",20739,21,U,PR valide,PR,"03 RD0151 PR21","03-D151-U-3","03",ROUTNOMM0000000106099132,Allier
2.54889035,46.26293942,,POIN_REP0000002480593652,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"16",15804,16,U,PR valide,PR,"03 RD0151 PR16","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.55496553,46.25603403,,POIN_REP0000002480593653,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"14",13977,14,U,PR valide,PR,"03 RD0151 PR14","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.592962,46.22557931,,POIN_REP0000002480593654,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"7",6967,7,U,PR valide,PR,"03 RD0151 PR7","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.57932504,46.23920911,,POIN_REP0000002480593655,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"9",8972,9,U,PR valide,PR,"03 RD0151 PR9","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
3.12624383,46.19081417,,POIN_REP0000002480593507,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D483,"1",1220,1,U,PR valide,PR,"03 RD0483 PR1","03-D483-U-1","03",ROUTNOMM0000000106099129,Allier
3.1319649,46.19854374,,POIN_REP0000002480593508,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D483,"2",2219,2,U,PR valide,PR,"03 RD0483 PR2","03-D483-U-1","03",ROUTNOMM0000000106099129,Allier
2.5130561,46.32648543,,POIN_REP0000002480593659,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D440,"0",0,0,U,PR0 valide,PR0,"03 RD0440 PR0","03-D440-U-1","03",ROUTNOMM0000000106098991,Allier
2.52288509,46.32176611,,POIN_REP0000002480593657,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D440,"1",980,1,U,PR valide,PR,"03 RD0440 PR1","03-D440-U-1","03",ROUTNOMM0000000106098991,Allier
2.53199273,46.31837301,,POIN_REP0000002480593658,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D440,"2",1960,2,U,PR valide,PR,"03 RD0440 PR2","03-D440-U-1","03",ROUTNOMM0000000106098991,Allier
3.2084474,46.12976068,,POIN_REP0000002480595905,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D557,"0",0,0,U,PR0 valide,PR0,"03 RD0557 PR0","03-D557-U-1","03",ROUTNOMM0000000106099175,Allier
3.19665566,46.12779883,,POIN_REP0000002480595904,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D557,"1",999,1,U,PR valide,PR,"03 RD0557 PR1","03-D557-U-1","03",ROUTNOMM0000000106099175,Allier
3.26203666,46.46985231,,POIN_REP0000002480594426,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"0",0,0,U,PR0 valide,PR0,"03 RD0232 PR0","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.34197899,46.32764109,,POIN_REP0000002480594407,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"18",18072,18,U,PR valide,PR,"03 RD0232 PR18","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.28908705,46.42489717,,POIN_REP0000002480594408,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"6",6012,6,U,PR valide,PR,"03 RD0232 PR6","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.30320198,46.36428588,,POIN_REP0000002480594409,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"12",12029,12,U,PR valide,PR,"03 RD0232 PR12","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.28090382,46.43975546,,POIN_REP0000002480594410,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"4",4009,4,U,PR valide,PR,"03 RD0232 PR4","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.30494275,46.41332184,,POIN_REP0000002480594411,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"8",8012,8,U,PR valide,PR,"03 RD0232 PR8","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.320605,46.33422178,,POIN_REP0000002480594412,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"16",16039,16,U,PR valide,PR,"03 RD0232 PR16","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.30468063,46.35560046,,POIN_REP0000002480594413,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"13",13032,13,U,PR valide,PR,"03 RD0232 PR13","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.27632139,46.45619289,,POIN_REP0000002480594414,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"2",2003,2,U,PR valide,PR,"03 RD0232 PR2","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.30227117,46.38484346,,POIN_REP0000002480594415,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"9",9020,9,U,PR valide,PR,"03 RD0232 PR9","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.29842325,46.42030418,,POIN_REP0000002480594416,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"7",7016,7,U,PR valide,PR,"03 RD0232 PR7","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.26803584,46.46302911,,POIN_REP0000002480594417,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"1",1001,1,U,PR valide,PR,"03 RD0232 PR1","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.31089505,46.3389996,,POIN_REP0000002480594418,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"15",15047,15,U,PR valide,PR,"03 RD0232 PR15","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.30791839,46.34742444,,POIN_REP0000002480594419,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"14",14033,14,U,PR valide,PR,"03 RD0232 PR14","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.30635156,46.37296614,,POIN_REP0000002480594420,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"11",11026,11,U,PR valide,PR,"03 RD0232 PR11","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.2747501,46.44765849,,POIN_REP0000002480594421,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"3",3009,3,U,PR valide,PR,"03 RD0232 PR3","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.33288281,46.33387412,,POIN_REP0000002480594422,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"17",17046,17,U,PR valide,PR,"03 RD0232 PR17","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.28682711,46.4317104,,POIN_REP0000002480594423,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"5",5014,5,U,PR valide,PR,"03 RD0232 PR5","03-D232-U-1","03",ROUTNOMM0000000106098984,Allier
3.35180642,46.32226232,,POIN_REP0000002480594424,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"19",19079,19,U,PR valide,PR,"03 RD0232 PR19","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
3.30569721,46.37878405,,POIN_REP0000002480594425,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D232,"10",10023,10,U,PR valide,PR,"03 RD0232 PR10","03-D232-U-2","03",ROUTNOMM0000000106098984,Allier
2.91809701,46.18502682,,POIN_REP0000002480596021,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"0",0,0,U,PR0 valide,PR0,"03 RD0224 PR0","03-D224-U-1","03",ROUTNOMM0000000106099130,Allier
2.94797322,46.20371415,,POIN_REP0000002480596012,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"4",4016,4,U,PR valide,PR,"03 RD0224 PR4","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
2.96900111,46.20863846,,POIN_REP0000002480596013,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"7",7011,7,U,PR valide,PR,"03 RD0224 PR7","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
2.94044104,46.19749712,,POIN_REP0000002480596014,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"3",3021,3,U,PR valide,PR,"03 RD0224 PR3","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
2.97915553,46.22223536,,POIN_REP0000002480596015,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"9",8989,9,U,PR valide,PR,"03 RD0224 PR9","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
2.93560243,46.19010781,,POIN_REP0000002480596016,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"2",2013,2,U,PR valide,PR,"03 RD0224 PR2","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
2.96013502,46.20455831,,POIN_REP0000002480596017,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"6",6009,6,U,PR valide,PR,"03 RD0224 PR6","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
2.95540338,46.20031618,,POIN_REP0000002480596018,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"5",5013,5,U,PR valide,PR,"03 RD0224 PR5","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
2.93066017,46.1847209,,POIN_REP0000002480596019,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"1",988,1,U,PR valide,PR,"03 RD0224 PR1","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
2.97783177,46.21376878,,POIN_REP0000002480596020,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D224,"8",8011,8,U,PR valide,PR,"03 RD0224 PR8","03-D224-U-2","03",ROUTNOMM0000000106099130,Allier
3.38708895,46.32979035,,POIN_REP0000002480598339,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D268,"0",0,0,U,PR0 valide,PR0,"03 RD0268 PR0","03-D268-U-3","03",ROUTNOMM0000000106099044,Allier
3.44592258,46.33482521,,POIN_REP0000002480598337,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D268,"5",4988,5,U,PR valide,PR,"03 RD0268 PR5","03-D268-U-1","03",ROUTNOMM0000000106099044,Allier
3.43505475,46.28209592,,POIN_REP0000002480598326,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D268,"12",11764,12,U,PR valide,PR,"03 RD0268 PR12","03-D268-U-2","03",ROUTNOMM0000000106099044,Allier
3.44861142,46.32710199,,POIN_REP0000002480598327,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D268,"6",5988,6,U,PR valide,PR,"03 RD0268 PR6","03-D268-U-1","03",ROUTNOMM0000000106099044,Allier
3.4351322,46.33792045,,POIN_REP0000002480598328,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D268,"4",3998,4,U,PR valide,PR,"03 RD0268 PR4","03-D268-U-3","03",ROUTNOMM0000000106099044,Allier
3.42361279,46.33400351,,POIN_REP0000002480598329,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D268,"3",2999,3,U,PR valide,PR,"03 RD0268 PR3","03-D268-U-3","03",ROUTNOMM0000000106099044,Allier
3.4446972,46.31074917,,POIN_REP0000002480598330,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D268,"8",7987,8,U,PR valide,PR,"03 RD0268 PR8","03-D268-U-1","03",ROUTNOMM0000000106099044,Allier
3.39860268,46.33109329,,POIN_REP0000002480598331,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D268,"1",1000,1,U,PR valide,PR,"03 RD0268 PR1","03-D268-U-3","03",ROUTNOMM0000000106099044,Allier
