X,Y,gml_id,cleabs,date_creation,date_modification,date_d_apparition,date_de_confirmation,sources,identifiants_sources,route,numero,abscisse,ordre,cote,statut,type_de_pr,libelle,identifiant_de_section,code_insee_du_departement,lien_vers_route_nommee,gestionnaire
2.61008483,46.21420393,,POIN_REP0000002480593625,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"5",4948,5,U,PR valide,PR,"03 RD0151 PR5","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.56107704,46.25882137,,POIN_REP0000002480593626,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"13",12987,13,U,PR valide,PR,"03 RD0151 PR13","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.53827498,46.2678919,,POIN_REP0000002480593638,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"17",16811,17,U,PR valide,PR,"03 RD0151 PR17","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.49936166,46.35410262,,POIN_REP0000002480593641,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"30",29872,30,U,PR valide,PR,"03 RD0151 PR30","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.50620981,46.28199237,,POIN_REP0000002480593642,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"20",19801,20,U,PR valide,PR,"03 RD0151 PR20","03-D151-U-3","03",ROUTNOMM0000000106099132,Allier
2.50734322,46.29748307,,POIN_REP0000002480593643,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"22",21745,22,U,PR valide,PR,"03 RD0151 PR22","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.50533235,46.31154544,,POIN_REP0000002480593644,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"24",23741,24,U,PR valide,PR,"03 RD0151 PR24","03-D151-U-2","03",ROUTNOMM0000000106099132,Allier
2.55146968,46.26030036,,POIN_REP0000002480593645,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D151,"15",14818,15,U,PR valide,PR,"03 RD0151 PR15","03-D151-U-4","03",ROUTNOMM0000000106099132,Allier
2.81317274,46.31322149,,POIN_REP0000002480593681,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D156,"3",3001,3,U,PR valide,PR,"03 RD0156 PR3","03-D156-U-4","03",ROUTNOMM0000000106099090,Allier
2.79845364,46.33603786,,POIN_REP0000002480593701,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D156,"0",0,0,U,PR0 valide,PR0,"03 RD0156 PR0","03-D156-U-4","03",ROUTNOMM0000000106099090,Allier
3.68774595,46.32227818,,POIN_REP0000002480593940,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D269,"4",3956,4,U,PR valide,PR,"03 RD0269 PR4","03-D269-U-1","03",ROUTNOMM0000000106098981,Allier
3.13225068,46.36648968,,POIN_REP0000002480594157,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D36,"0",0,0,U,PR0 valide,PR0,"03 RD0036 PR0","03-D36-U-3","03",ROUTNOMM0000000106099225,Allier
3.23456255,46.20177053,,POIN_REP0000002480594278,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D183,"15",15237,15,U,PR valide,PR,"03 RD0183 PR15","03-D183-U-4","03",ROUTNOMM0000000106099146,Allier
3.15768516,46.50779003,,POIN_REP0000002480594324,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D945,"73",26649,73,U,PR valide,PR,"03 RD0945 PR73","03-D945-U-6","03",ROUTNOMM0000000106098987,Allier
3.65787017,46.53590057,,POIN_REP0000002480594338,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D779,"30",29986,30,U,PR valide,PR,"03 RD0779 PR30","03-D779-U-8","03",ROUTNOMM0000000106098864,Allier
3.36866129,46.57529414,,POIN_REP0000002480594339,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D779,"3",2806,3,U,PR valide,PR,"03 RD0779 PR3","03-D779-U-3","03",ROUTNOMM0000000106098864,Allier
3.74135204,46.53401778,,POIN_REP0000002480594340,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D779,"38",37637,38,U,PR valide,PR,"03 RD0779 PR38","03-D779-U-6","03",ROUTNOMM0000000106098864,Allier
3.72954706,46.52990822,,POIN_REP0000002480594345,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D779,"37",36566,37,U,PR valide,PR,"03 RD0779 PR37","03-D779-U-6","03",ROUTNOMM0000000106098864,Allier
3.44482155,46.58131866,,POIN_REP0000002480594346,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D779,"9",8813,9,U,PR valide,PR,"03 RD0779 PR9","03-D779-U-3","03",ROUTNOMM0000000106098864,Allier
2.60914302,46.32554792,,POIN_REP0000002480594619,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D604,"0",0,0,U,PR0 valide,PR0,"03 RD0604 PR0","03-D604-U-1","03",ROUTNOMM0000000106099007,Allier
2.60074983,46.31027273,,POIN_REP0000002480594617,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D604,"2",2002,2,U,PR valide,PR,"03 RD0604 PR2","03-D604-U-1","03",ROUTNOMM0000000106099007,Allier
2.39824983,46.48844923,,POIN_REP0000002480594637,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D179,"3",3020,3,U,PR valide,PR,"03 RD0179 PR3","03-D179-U-2","03",ROUTNOMM0000000106098863,Allier
3.20648139,46.61118407,,POIN_REP0000002480594779,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D13,"12",11987,12,U,PR valide,PR,"03 RD0013 PR12","03-D13-U-10","03",ROUTNOMM0000000106099123,Allier
2.63182351,46.67681919,,POIN_REP0000002480595002,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D250,"7",6982,7,U,PR valide,PR,"03 RD0250 PR7","03-D250-U-4","03",ROUTNOMM0000000106098791,Allier
3.14916943,46.23573856,,POIN_REP0000002480595001,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D542,"0",0,0,U,PR0 valide,PR0,"03 RD0542 PR0","03-D542-U-1","03",ROUTNOMM0000000106099078,Allier
2.71648755,46.64057162,,POIN_REP0000002480595009,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D250,"0",0,0,U,PR0 valide,PR0,"03 RD0250 PR0","03-D250-U-5","03",ROUTNOMM0000000106098791,Allier
2.85638251,46.29247953,,POIN_REP0000002480595125,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D488,"6",5983,6,U,PR valide,PR,"03 RD0488 PR6","03-D488-U-3","03",ROUTNOMM0000000106099026,Allier
2.82930182,46.32626496,,POIN_REP0000002480595126,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D488,"1",995,1,U,PR valide,PR,"03 RD0488 PR1","03-D488-U-1","03",ROUTNOMM0000000106099026,Allier
2.86612972,46.28634475,,POIN_REP0000002480595127,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D488,"7",7008,7,U,PR valide,PR,"03 RD0488 PR7","03-D488-U-3","03",ROUTNOMM0000000106099026,Allier
2.69143652,46.289837,,POIN_REP0000002480595394,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D998,"2",2030,2,U,PR valide,PR,"03 RD0998 PR2","03-D998-U-7","03",ROUTNOMM0000000106099200,Allier
2.80952591,46.24801354,,POIN_REP0000002480595395,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D998,"14",12108,14,U,PR valide,PR,"03 RD0998 PR14","03-D998-U-5","03",ROUTNOMM0000000106099200,Allier
3.12876479,46.12415006,,POIN_REP0000002480595428,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D216,"13",12912,13,U,PR valide,PR,"03 RD0216 PR13","03-D216-U-1","03",ROUTNOMM0000000106099211,Allier
3.36801276,46.07803809,,POIN_REP0000002480595456,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D221,"0",0,0,U,PR0 valide,PR0,"03 RD0221 PR0","03-D221-U-1","03",ROUTNOMM0000000106099216,Allier
3.39559666,46.14588529,,POIN_REP0000002480595476,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D6,"18",17931,18,U,PR valide,PR,"03 RD0006 PR18","03-D6-U-9","03",ROUTNOMM0000000106099169,Allier
2.56143298,46.51527723,,POIN_REP0000002480595478,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D40,"26",27054,26,U,PR valide,PR,"03 RD0040 PR26","03-D40-U-2","03",ROUTNOMM0000000106099010,Allier
2.84321625,46.50543659,,POIN_REP0000002480595615,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D57,"2",1990,2,U,PR valide,PR,"03 RD0057 PR2","03-D57-U-2","03",ROUTNOMM0000000106098861,Allier
2.82038002,46.70821042,,POIN_REP0000002480595658,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D14,"38",25807,38,U,PR valide,PR,"03 RD0014 PR38","03-D14-U-1","03",ROUTNOMM0000000106098817,Allier
2.85295452,46.68071663,,POIN_REP0000002480595659,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D14,"34",21765,34,U,PR valide,PR,"03 RD0014 PR34","03-D14-U-1","03",ROUTNOMM0000000106098817,Allier
2.9355902,46.63214383,,POIN_REP0000002480595660,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D14,"24",11681,24,U,PR valide,PR,"03 RD0014 PR24","03-D14-U-1","03",ROUTNOMM0000000106098817,Allier
3.72807256,46.09637797,,POIN_REP0000002480596418,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D420,"0",0,0,U,PR0 valide,PR0,"03 RD0420 PR0","03-D420-U-1","03",ROUTNOMM0000000106099231,Allier
3.89069349,46.39208188,,POIN_REP0000002480596429,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D994,"22",21591,22,U,PR valide,PR,"03 RD0994 PR22","03-D994-U-3","03",ROUTNOMM0000000106099041,Allier
3.93206448,46.46089093,,POIN_REP0000002480596430,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D994,"31",30432,31,U,PR valide,PR,"03 RD0994 PR31","03-D994-U-2","03",ROUTNOMM0000000106099041,Allier
3.72345378,46.26157772,,POIN_REP0000002480596451,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D994,"0",0,0,U,PR0 valide,PR0,"03 RD0994 PR0","03-D994-U-1","03",ROUTNOMM0000000106099041,Allier
3.77251535,46.30695583,,POIN_REP0000002480596437,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D994,"7",6861,7,U,PR valide,PR,"03 RD0994 PR7","03-D994-U-1","03",ROUTNOMM0000000106099041,Allier
3.62252879,46.02391714,,POIN_REP0000002480596455,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D178,"0",0,0,U,PR0 valide,PR0,"03 RD0178 PR0","03-D178-U-1","03",ROUTNOMM0000000106099243,Allier
3.04480557,46.63691553,,POIN_REP0000002480596640,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D54,"14",14092,14,U,PR valide,PR,"03 RD0054 PR14","03-D54-U-1","03",ROUTNOMM0000000106098805,Allier
3.56584831,46.3583776,,POIN_REP0000002480596754,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D163,"9",9009,9,U,PR valide,PR,"03 RD0163 PR9","03-D163-U-1","03",ROUTNOMM0000000106098964,Allier
3.5541407,46.36111945,,POIN_REP0000002480596755,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D163,"8",8019,8,U,PR valide,PR,"03 RD0163 PR8","03-D163-U-1","03",ROUTNOMM0000000106098964,Allier
3.66436156,46.63091285,,POIN_REP0000002480596775,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D973,"9",8873,9,U,PR valide,PR,"03 RD0973 PR9","03-D973-U-1","03",ROUTNOMM0000000106098797,Allier
3.69052422,46.63010629,,POIN_REP0000002480596771,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D973,"11",10885,11,U,PR valide,PR,"03 RD0973 PR11","03-D973-U-1","03",ROUTNOMM0000000106098797,Allier
3.70361067,46.62966472,,POIN_REP0000002480596772,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D973,"12",11889,12,U,PR valide,PR,"03 RD0973 PR12","03-D973-U-1","03",ROUTNOMM0000000106098797,Allier
3.5873941,46.62466797,,POIN_REP0000002480596773,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D973,"3",2866,3,U,PR valide,PR,"03 RD0973 PR3","03-D973-U-1","03",ROUTNOMM0000000106098797,Allier
3.61544752,46.65138758,,POIN_REP0000002480596813,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D299,"7",6954,7,U,PR valide,PR,"03 RD0299 PR7","03-D299-U-1","03",ROUTNOMM0000000106098792,Allier
2.55026646,46.22469365,,POIN_REP0000002480597145,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D152,"12",11942,12,U,PR valide,PR,"03 RD0152 PR12","03-D152-U-4","03",ROUTNOMM0000000106099101,Allier
2.47768065,46.48509287,,POIN_REP0000002480597200,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D241,"14",13826,14,U,PR valide,PR,"03 RD0241 PR14","03-D241-U-1","03",ROUTNOMM0000000106098917,Allier
2.40038456,46.48377526,,POIN_REP0000002480597201,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D241,"19",18838,19,U,PR valide,PR,"03 RD0241 PR19","03-D241-U-3","03",ROUTNOMM0000000106098917,Allier
2.55812926,46.45571849,,POIN_REP0000002480597202,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D241,"7",6818,7,U,PR valide,PR,"03 RD0241 PR7","03-D241-U-2","03",ROUTNOMM0000000106098917,Allier
2.49038927,46.48486118,,POIN_REP0000002480597203,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D241,"13",12822,13,U,PR valide,PR,"03 RD0241 PR13","03-D241-U-1","03",ROUTNOMM0000000106098917,Allier
2.46549552,46.48749934,,POIN_REP0000002480597204,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D241,"15",14827,15,U,PR valide,PR,"03 RD0241 PR15","03-D241-U-1","03",ROUTNOMM0000000106098917,Allier
2.38859336,46.46854871,,POIN_REP0000002480597205,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D241,"21",20840,21,U,PR valide,PR,"03 RD0241 PR21","03-D241-U-3","03",ROUTNOMM0000000106098917,Allier
2.45454915,46.49212379,,POIN_REP0000002480597206,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D241,"16",15824,16,U,PR valide,PR,"03 RD0241 PR16","03-D241-U-1","03",ROUTNOMM0000000106098917,Allier
3.62863663,46.41933008,,POIN_REP0000002480597231,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D295,"19",19012,19,U,PR valide,PR,"03 RD0295 PR19","03-D295-U-2","03",ROUTNOMM0000000106098921,Allier
3.76995566,46.47855039,,POIN_REP0000002480597244,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D295,"5",4984,5,U,PR valide,PR,"03 RD0295 PR5","03-D295-U-3","03",ROUTNOMM0000000106098921,Allier
3.81356349,46.5080215,,POIN_REP0000002480597251,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D295,"0",0,0,U,PR0 valide,PR0,"03 RD0295 PR0","03-D295-U-3","03",ROUTNOMM0000000106098921,Allier
3.62929842,46.42805938,,POIN_REP0000002480597249,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D295,"18",17999,18,U,PR valide,PR,"03 RD0295 PR18","03-D295-U-2","03",ROUTNOMM0000000106098921,Allier
3.66988632,46.45191753,,POIN_REP0000002480597250,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D295,"13",12987,13,U,PR valide,PR,"03 RD0295 PR13","03-D295-U-1","03",ROUTNOMM0000000106098921,Allier
2.96823549,46.62339366,,POIN_REP0000002480597252,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D234,"16",15930,16,U,PR valide,PR,"03 RD0234 PR16","03-D234-U-2","03",ROUTNOMM0000000106098796,Allier
2.96578539,46.63113214,,POIN_REP0000002480597253,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D234,"15",14965,15,U,PR valide,PR,"03 RD0234 PR15","03-D234-U-2","03",ROUTNOMM0000000106098796,Allier
3.01542599,46.72195062,,POIN_REP0000002480597257,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D234,"2",1986,2,U,PR valide,PR,"03 RD0234 PR2","03-D234-U-1","03",ROUTNOMM0000000106098796,Allier
3.16401009,46.62912,,POIN_REP0000002480597273,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D58,"17",17041,17,U,PR valide,PR,"03 RD0058 PR17","03-D58-U-2","03",ROUTNOMM0000000106098853,Allier
3.16432951,46.58947706,,POIN_REP0000002480597284,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D58,"12",12032,12,U,PR valide,PR,"03 RD0058 PR12","03-D58-U-1","03",ROUTNOMM0000000106098853,Allier
3.16391136,46.59808673,,POIN_REP0000002480597285,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D58,"13",13043,13,U,PR valide,PR,"03 RD0058 PR13","03-D58-U-1","03",ROUTNOMM0000000106098853,Allier
2.77564287,46.57849789,,POIN_REP0000002480597293,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D110,"13",12948,13,U,PR valide,PR,"03 RD0110 PR13","03-D110-U-1","03",ROUTNOMM0000000106098850,Allier
2.78487922,46.5731742,,POIN_REP0000002480597305,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D110,"14",13913,14,U,PR valide,PR,"03 RD0110 PR14","03-D110-U-1","03",ROUTNOMM0000000106098850,Allier
3.12718672,46.59287665,,POIN_REP0000002480597347,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D133,"0",0,0,U,PR0 valide,PR0,"03 RD0133 PR0","03-D133-U-1","03",ROUTNOMM0000000106098808,Allier
3.22618931,46.50999012,,POIN_REP0000002480597358,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D137,"9",9046,9,U,PR valide,PR,"03 RD0137 PR9","03-D137-U-1","03",ROUTNOMM0000000106098884,Allier
3.29356968,46.53665429,,POIN_REP0000002480597360,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D137,"16",16081,16,U,PR valide,PR,"03 RD0137 PR16","03-D137-U-2","03",ROUTNOMM0000000106098884,Allier
3.16981957,46.46278147,,POIN_REP0000002480597361,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D137,"2",2004,2,U,PR valide,PR,"03 RD0137 PR2","03-D137-U-1","03",ROUTNOMM0000000106098884,Allier
3.32050566,46.63228833,,POIN_REP0000002480597457,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D288,"5",4180,5,U,PR valide,PR,"03 RD0288 PR5","03-D288-U-1","03",ROUTNOMM0000000106098812,Allier
3.50712995,46.40536465,,POIN_REP0000002480597469,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D102,"13",13046,13,U,PR valide,PR,"03 RD0102 PR13","03-D102-U-1","03",ROUTNOMM0000000106098914,Allier
3.09671281,46.31237459,,POIN_REP0000002480598109,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D22,"9",8948,9,U,PR valide,PR,"03 RD0022 PR9","03-D22-U-1","03",ROUTNOMM0000000106099228,Allier
2.90849069,46.45745477,,POIN_REP0000002480598110,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D22,"32",31980,32,U,PR valide,PR,"03 RD0022 PR32","03-D22-U-2","03",ROUTNOMM0000000106099228,Allier
2.9193809,46.45288505,,POIN_REP0000002480598111,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D22,"31",30980,31,U,PR valide,PR,"03 RD0022 PR31","03-D22-U-2","03",ROUTNOMM0000000106099228,Allier
2.97052567,46.4464246,,POIN_REP0000002480598112,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D22,"27",26925,27,U,PR valide,PR,"03 RD0022 PR27","03-D22-U-2","03",ROUTNOMM0000000106099228,Allier
3.76360661,46.39998378,,POIN_REP0000002480596560,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"33",31830,33,U,PR valide,PR,"03 RD0021 PR33","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.75230081,46.39564638,,POIN_REP0000002480596561,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"32",30830,32,U,PR valide,PR,"03 RD0021 PR32","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.60857796,46.38565507,,POIN_REP0000002480596562,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"18",17023,18,U,PR valide,PR,"03 RD0021 PR18","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.62014482,46.38920107,,POIN_REP0000002480596568,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"19",18038,19,U,PR valide,PR,"03 RD0021 PR19","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.77349318,46.4047214,,POIN_REP0000002480596569,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"34",32750,34,U,PR valide,PR,"03 RD0021 PR34","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.73269743,46.39119306,,POIN_REP0000002480596570,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"30",28837,30,U,PR valide,PR,"03 RD0021 PR30","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.86554465,46.41799508,,POIN_REP0000002480596571,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"42",40785,42,U,PR valide,PR,"03 RD0021 PR42","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.66755692,46.40143875,,POIN_REP0000002480596572,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"24",23036,24,U,PR valide,PR,"03 RD0021 PR24","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.81852338,46.417155,,POIN_REP0000002480596573,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"38",36778,38,U,PR valide,PR,"03 RD0021 PR38","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.69938787,46.39851872,,POIN_REP0000002480596574,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"27",25967,27,U,PR valide,PR,"03 RD0021 PR27","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
3.79771635,46.41026751,,POIN_REP0000002480596579,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D21,"36",34761,36,U,PR valide,PR,"03 RD0021 PR36","03-D21-U-2","03",ROUTNOMM0000000106098995,Allier
2.63994333,46.46457444,,POIN_REP0000002480596211,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D252,"0",0,0,U,PR0 valide,PR0,"03 RD0252 PR0","03-D252-U-3","03",ROUTNOMM0000000106098880,Allier
3.46276748,46.10853168,,POIN_REP0000002480593522,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D270,"0",0,0,U,PR0 valide,PR0,"03 RD0270 PR0","03-D270-U-1","03",ROUTNOMM0000000106099185,Allier
3.4507466,46.10887811,,POIN_REP0000002480593521,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D270,"1",996,1,U,PR valide,PR,"03 RD0270 PR1","03-D270-U-1","03",ROUTNOMM0000000106099185,Allier
3.38506808,46.18453835,,POIN_REP0000002480594257,2024/11/27 16:11:30.426+00,2025/12/04 10:00:30.808+00,,2025/10/22,CD03 2025,,D520,"4",3961,4,U,PR valide,PR,"03 RD0520 PR4","03-D520-U-1","03",ROUTNOMM0000000106099127,Allier
